tax_assessment_id,id,2022.value,2022.land,2022.improvements,2021.value,2021.land,2021.improvements,2020.value,2020.land,2020.improvements,2023.value,2023.land,2023.improvements,2019.value,2019.land,2019.improvements,2018.value,2018.land,2018.improvements,2017.value,2017.land,2017.improvements,2024.value
218,"7748-Danube-St,-Indianapolis,-IN-46239",193100.0,24200.0,168900.0,159400.0,24200.0,135200.0,,,,,,,,,,,,,,,,
219,"454-Randolph-St-NW,-Washington,-DC-20011",,,,,,,771330.0,409450.0,361880.0,986330.0,462120.0,524210.0,,,,,,,,,,
220,"3073-Bayshore-Dr,-Tallahassee,-FL-32309",,,,152343.0,40000.0,112343.0,,,,,,,130026.0,30000.0,100026.0,,,,,,,
221,"43531-Acacia-Ave,-Spc-9,-Hemet,-CA-92544",,,,,,,,,,,,,,,,,,,,,,
222,"3913-Roan-Ct-W,-West-Palm-Beach,-FL-33403",,,,,,,,,,,,,,,,,,,,,,
223,"1313-Robinhood-Rd,-Wilmington,-NC-28401",,,,,,,,,,,,,171100.0,54500.0,116600.0,,,,,,,
224,"6991-Raburn-Rd,-Pensacola,-FL-32526",234845.0,,,189160.0,,,,,,,,,,,,,,,,,,
225,"316-Reed-Rd,-New-Market,-AL-35761",13920.0,940.0,12980.0,,,,,,,,,,,,,,,,,,,
226,"836-Belmont-St,-Watertown,-MA-02472",,,,,,,,,,823800.0,460200.0,363600.0,,,,,,,,,,
227,"PO-Box-5109,-Anaheim,-CA-92814",,,,,,,,,,,,,,,,,,,,,,
228,"123-Stoneybrook-Rd,---B,-Salisbury,-NC-28147",,,,,,,,,,,,,,,,,,,,,,
229,"2905-Mitchellville-Rd,-Ste-102,-Bowie,-MD-20716",,,,,,,,,,,,,,,,,,,,,,
230,"332-Wilson-Way,-Chowchilla,-CA-93610",,,,,,,104145.0,26037.0,78108.0,204971.0,80380.0,124591.0,,,,,,,,,,
231,"1115-Cordova-St,-Apt-117,-Pasadena,-CA-91106",,,,,,,,,,,,,,,,,,,,,,
232,"796-Mckee-Rd,-Harvest,-AL-35749",16880.0,1300.0,15580.0,,,,,,,,,,,,,,,,,,,
233,"11840-Calabash-Ave,-Fontana,-CA-92337",191127.0,50649.0,140478.0,,,,,,,194950.0,51662.0,143288.0,181822.0,48183.0,133639.0,,,,,,,
234,"1703-Sw-101st-Way,-Miramar,-FL-33025",137820.0,,,,,,,,,,,,,,,,,,,,,
235,"8019-Hayes-St-NE,-Minneapolis,-MN-55432",,,,,,,,,,387400.0,82200.0,305200.0,,,,,,,,,,
236,"45546-Aladdin-St,-Apt-D104,-Indio,-CA-92201",56619.0,13587.0,43032.0,,,,,,,,,,53866.0,12927.0,40939.0,,,,,,,
237,"1476-Goodfellow-Blvd,-Saint-Louis,-MO-63112",,,,,,,,,,,,,,,,,,,,,,
238,"3221-Winding-Rd,-Partlow,-VA-22534",,,,,,,,,,,,,,,,,,,,,,
239,"240-E-47th-St,-Apt-17B,-New-York,-NY-10017",,,,,,,,,,,,,,,,189555.0,28707.0,160848.0,,,,
240,"106-E-Monroe-St,-Pauls-Valley,-OK-73075",,,,,,,,,,,,,,,,,,,,,,
241,"1037-Bethany-Church-Rd,-Winston-Salem,-NC-27107",,,,,,,137460.0,,,,,,,,,,,,,,,
242,"201-E-27th-St,-Long-Beach-Township,-NJ-08008",,,,,,,994900.0,520000.0,474900.0,,,,,,,,,,,,,
243,"1160-Great-River-Pkwy-SE,-Lawrenceville,-GA-30045",,,,,,,,,,,,,,,,,,,,,,
244,"8950-Timothy-Ct,-Orland-Park,-IL-60462",,,,23797.0,7539.0,16258.0,23797.0,7539.0,16258.0,,,,,,,25548.0,6746.0,18802.0,,,,
245,"1027-Sw-28th-St,-Oklahoma-City,-OK-73109",5578.0,968.0,4610.0,,,,,,,,,,,,,,,,,,,
246,"2008-Julia-Ave,-Henderson,-NC-27536",11210.0,3710.0,7500.0,,,,,,,11210.0,3710.0,7500.0,,,,,,,,,,
247,"3675-Chimney-Ridge-Ct,-Ellenwood,-GA-30294",64000.0,7320.0,56680.0,,,,,,,,,,,,,,,,,,,
248,"29-Quaker-Rd,-Pennsville,-NJ-08070",154200.0,50200.0,104000.0,,,,,,,,,,,,,,,,,,,
249,"11255-Fairford-Ave,-Norwalk,-CA-90650",,,,,,,,,,347682.0,232841.0,114841.0,,,,,,,,,,
250,"8217-Aylesbury-Ave,-Las-Vegas,-NV-89129",71157.0,26250.0,44907.0,,,,,,,,,,,,,,,,,,,
251,"22W517-Parkview-Dr,-Glen-Ellyn,-IL-60137",,,,,,,,,,,,,,,,126010.0,27760.0,98250.0,,,,
252,"4286-Mary-Ridge-Dr,-Randallstown,-MD-21133",,,,,,,249733.0,,,,,,,,,,,,,,,
253,"1141-Norton-Dr,-Far-Rockaway,-NY-11691",44100.0,8700.0,35400.0,,,,,,,,,,38040.0,8700.0,29340.0,,,,,,,
254,"3725-W-Nancy-Ln,-Phoenix,-AZ-85041",22400.0,4480.0,17920.0,,,,,,,31630.0,6320.0,25310.0,,,,,,,,,,
255,"3490-Trophy-Lake-Pl,-Pagosa-Springs,-CO-81147",,,,,,,,,,,,,,,,,,,,,,
256,"477-Madeline-Dr,-Pasadena,-CA-91105",2026577.0,1400593.0,625984.0,,,,,,,,,,1927912.0,1332404.0,595508.0,,,,,,,
257,"21531-E-Aberdeen-Dr,-Centennial,-CO-80015",26480.0,,,,,,,,,,,,25704.0,,,,,,,,,
258,"5637-Ridgewood-St,-Philadelphia,-PA-19143",,,,,,,,,,,,,,,,,,,,,,
259,"17806-N-134th-Dr,-Sun-City-West,-AZ-85375",,,,18780.0,3750.0,15030.0,,,,26260.0,5250.0,21010.0,,,,,,,,,,
260,"82-S-Broadway,-Frostburg,-MD-21532",115000.0,16900.0,98100.0,115000.0,16900.0,98100.0,,,,,,,,,,,,,,,,
261,"1255-N-Arizona-Ave,-Unit-1114,-Chandler,-AZ-85225",,,,2445.0,2445.0,,,,,36880.0,7370.0,29510.0,,,,,,,,,,
262,"805-Parkland-Pl,-Glen-Allen,-VA-23059",331000.0,80000.0,251000.0,,,,,,,,,,,,,,,,,,,
263,"836-85th-St,-Miami-Beach,-FL-33141",,,,,,,482724.0,432075.0,50649.0,,,,,,,,,,,,,
264,"5945-W-Parker-Rd,-Apt-2238,-Plano,-TX-75093",,,,,,,,,,,,,,,,,,,,,,
265,"4400-Spring-Harbor-Dr,-Millington,-TN-38053",38850.0,3725.0,35125.0,,,,,,,38850.0,3725.0,35125.0,,,,,,,,,,
266,"1217-S-Gertruda-Ave,-Redondo-Beach,-CA-90277",,,,,,,,,,,,,131029.0,86790.0,44239.0,,,,,,,
267,"17609-Fox-Ct,-Weed,-CA-96094",212935.0,22874.0,190061.0,,,,,,,,,,,,,,,,,,,
268,"3440-Highway,-111,-Anacoco,-LA-71403",,,,,,,,,,,,,,,,,,,,,,
269,"1413-Hunningdon-Woods-Blvd,-Chesapeake,-VA-23320",390900.0,125000.0,265900.0,,,,,,,405400.0,130000.0,275400.0,,,,,,,,,,
270,"708-S-Benton-St,-Cape-Girardeau,-MO-63703",,,,,,,,,,3990.0,560.0,3430.0,,,,,,,,,,
271,"211-Simsbury-Ln,-Forest,-VA-24551",173800.0,35000.0,138800.0,,,,,,,,,,,,,,,,,,,
272,"109-Lindsey-Ct,-Franklin-Park,-NJ-08823",221100.0,80000.0,141100.0,,,,,,,,,,,,,,,,,,,
273,"2517-Pineapple-Ave,-Melbourne,-FL-32935",382000.0,,,,,,,,,,,,,,,,,,,,,
274,"9514-Pondside-Ln,-Charlotte,-NC-28213",176200.0,40000.0,136200.0,,,,,,,,,,,,,,,,,,,
275,"2991-Marshfield-Preserve-Way,-Kissimmee,-FL-34746",269800.0,40000.0,229800.0,,,,,,,,,,,,,,,,,,,
276,"2414-1-2-E-10th-St,-Indianapolis,-IN-46201",,,,,,,,,,,,,,,,,,,,,,
277,"4342-S-Saint-Louis-Ave,-Chicago,-IL-60632",,,,,,,,,,,,,,,,19740.0,3270.0,16470.0,,,,
278,"2323-Southern-Oak-Dr,-Apt-2078,-Arlington,-TX-76011",,,,,,,,,,,,,,,,,,,,,,
279,"7817-Opal-Dr,-Chattanooga,-TN-37416",45825.0,,,,,,,,,,,,,,,,,,,,,
280,"3736-N-Beehive-St,-Coeur-D-Alene,-ID-83815",,,,,,,220484.0,94559.0,125925.0,,,,204137.0,85963.0,118174.0,,,,,,,
281,"20-Walts-Hl,-Bloomfield,-CT-06002",212660.0,51380.0,161280.0,,,,,,,,,,,,,,,,,,,
282,"1181-60th-Ave,-Oakland,-CA-94621",,,,,,,91877.0,27563.0,64314.0,,,,,,,,,,,,,
283,"PO-Box-279,-Elrama,-PA-15038",,,,,,,,,,,,,,,,,,,,,,
284,"1100-N-Washington-Ave-Apt-J,-Douglas,-AZ-85607",,,,,,,,,,,,,,,,,,,,,,
285,"1100-W-81st-Pl,-Los-Angeles,-CA-90044",391456.0,294128.0,97328.0,,,,,,,399284.0,300010.0,99274.0,372400.0,279809.0,92591.0,,,,,,,
286,"13-Milford-Ln,-Glen-Cove,-NY-11542",655.0,255.0,400.0,,,,,,,655.0,255.0,400.0,,,,,,,,,,
287,"1601-Ponderosa-Dr,-Jefferson-City,-TN-37725",,,,,,,,,,,,,,,,,,,,,,
288,"34455-Hazelwood-St,-Westland,-MI-48186",95100.0,,,,,,,,,,,,,,,,,,,,,
289,"4643-Chetwood-Ln-SW,-Albuquerque,-NM-87105",33026.0,8734.0,24292.0,,,,,,,,,,,,,,,,,,,
290,"6909-Juniper-Rd,-Little-Rock,-AR-72209",19163.0,3000.0,16163.0,13650.0,200.0,13450.0,13650.0,200.0,13450.0,,,,13650.0,200.0,13450.0,,,,,,,
291,"4138-Gregory-St,-Oakland,-CA-94619",,,,,,,1098341.0,329502.0,768839.0,1154541.0,346362.0,808179.0,,,,,,,,,,
292,"147-Westmoreland-Rd,-Whitesboro,-NY-13492",,,,95000.0,17000.0,78000.0,,,,,,,,,,,,,,,,
293,"2130-Park-Vlg,-Denison,-TX-75020",317817.0,44702.0,273115.0,,,,,,,345467.0,44702.0,300765.0,,,,,,,,,,
294,"1372-Carey-Glen-Cir,-Orlando,-FL-32824",241355.0,65000.0,176355.0,198758.0,55000.0,143758.0,,,,,,,,,,,,,,,,
295,"21910-Cypress-Dr,-Apt-36L,-Boca-Raton,-FL-33433",,,,,,,,,,,,,,,,,,,,,,
296,"1864-E-Rosewood-Ct,-Apt-D,-Ontario,-CA-91764",,,,,,,,,,,,,,,,,,,,,,
297,"305-Marilyn-Glover-Dr,-Elgin,-OK-73538",,,,,,,,,,,,,,,,,,,,,,
298,"1301-Hillbrow-Ln,-Apt-204,-Raleigh,-NC-27615",,,,,,,,,,129073.0,,129073.0,,,,,,,,,,
299,"214-Bonnavue-Dr,-Hermitage,-TN-37076",,,,,,,39925.0,8250.0,31675.0,,,,,,,,,,,,,
300,"267-Panorama-Trl,-Rochester,-NY-14625",,,,,,,,,,,,,,,,,,,,,,
301,"1245-Wild-Hawthorn-Way,-Reston,-VA-20194",562920.0,170000.0,392920.0,509910.0,145000.0,364910.0,499280.0,145000.0,354280.0,,,,,,,,,,,,,
302,"4846-Lago-Vista-Cir,-Land-O-Lakes,-FL-34639",,,,,,,362037.0,79189.0,282848.0,,,,,,,,,,,,,
303,"411-Jasmine-Ave-Apt-B,-Corona-Del-Mar,-CA-92625",,,,,,,,,,,,,,,,,,,,,,
304,"126-New-Britain-Ave,-Apt-D2,-Plainville,-CT-06062",,,,,,,,,,,,,,,,,,,,,,
305,"2008-De-Verne-St,-Austin,-TX-78704",,,,664782.0,500000.0,240168.0,604347.0,500000.0,104347.0,,,,,,,,,,,,,
306,"270-Wallabout-St,-Apt-5B,-Brooklyn,-NY-11206",83198.0,3928.0,79270.0,78869.0,3928.0,74941.0,,,,,,,82612.0,3928.0,78684.0,,,,,,,
307,"2302-N-36th-St,-Apt-10,-Phoenix,-AZ-85008",,,,,,,,,,,,,,,,,,,,,,
308,"16313-Braeburn-Ridge-Trl,-Delray-Beach,-FL-33446",422894.0,,,410577.0,117568.0,293009.0,387982.0,93500.0,294482.0,,,,392324.0,99000.0,293324.0,,,,,,,
309,"4224-S-Nucla-Way,-Aurora,-CO-80013",21907.0,,,22537.0,,,,,,,,,,,,,,,,,,
310,"1711-Melrose-Ave,-Irwin,-PA-15642",23610.0,5680.0,17930.0,,,,,,,,,,,,,,,,,,,
311,"3834-Landon-Park-Dr,-Katy,-TX-77449",281907.0,46900.0,235007.0,,,,207938.0,32398.0,175540.0,,,,,,,,,,,,,
312,"107-Penny-Dr,-Athens,-GA-30605",88400.0,12000.0,76400.0,,,,,,,,,,,,,,,,,,,
313,"4519-N-Village-Pkwy,-Litchfield-Park,-AZ-85340",,,,27240.0,27240.0,,,,,103050.0,20610.0,82440.0,,,,,,,,,,
314,"895-Edgewater-Blvd,-Tahlequah,-OK-74464",,,,,,,,,,,,,,,,,,,,,,
315,"2924-Arbusto,-Grand-Prairie,-TX-75054",484658.0,80000.0,404658.0,,,,,,,591931.0,90000.0,501931.0,,,,,,,,,,
316,"6526-Cereus-Ct,-Laredo,-TX-78043",28308.0,28308.0,,,,,,,,,,,,,,,,,,,,
317,"804-Arbor-Hill-Cir,-Minneola,-FL-34715",99800.0,,,96896.0,,,,,,,,,,,,,,,,,,
318,"10-Sampson-Ave,-Edgartown,-MA-02539",,,,,,,371900.0,135900.0,236000.0,,,,,,,,,,,,,
319,"W335S5050-Fox-Hollow-Dr,-Dousman,-WI-53118",,,,,,,,,,,,,,,,,,,,,,
320,"7501-Pond-View-Ct,-Tampa,-FL-33615",69993.0,,,67954.0,,,67016.0,,,,,,,,,,,,,,,
321,"3202-Morganford-Rd,-Saint-Louis,-MO-63116",,,,,,,,,,,,,,,,,,,,,,
322,"107-S-Smallwood-Pl,-Charlotte,-NC-28208",250800.0,140000.0,110800.0,,,,,,,346200.0,162500.0,183700.0,250800.0,140000.0,110800.0,,,,,,,
323,"419-Morris-Ave-SE,-Grand-Rapids,-MI-49503",,,,,,,,,,,,,319600.0,,,,,,,,,
324,"10415-Hyannisport-Loop,-San-Antonio,-FL-33576",224410.0,32495.0,191915.0,,,,214880.0,22100.0,192780.0,,,,,,,,,,,,,
325,"235-Old-Bethel-Church-Rd,-Winchester,-VA-22603",,,,155700.0,49800.0,105900.0,,,,,,,,,,,,,,,,
326,"1221-W-Butler-Dr,-Chandler,-AZ-85224",,,,24630.0,4920.0,19710.0,,,,34710.0,6940.0,27770.0,,,,,,,,,,40120.0
327,"10-Lexington-Ave,-Cranford,-NJ-07016",140000.0,72100.0,67900.0,,,,,,,,,,,,,,,,,,,
328,"37220-Neukom-Ave,-Zephyrhills,-FL-33541",188320.0,27240.0,161080.0,,,,,,,,,,,,,,,,,,,
329,"8000-W-Broward-Blvd,-Ste-719,-Plantation,-FL-33388",,,,,,,,,,,,,,,,,,,,,,
330,"6041-E-Freshman-Dr,-Saginaw,-MI-48604",,,,,,,,,,,,,,,,,,,,,,
331,"Harold-Cemetery-Rd,-Greeneville,-TN-37745",,,,,,,,,,,,,,,,,,,,,,
332,"881-Lincoln-Rd,-Grosse-Pointe,-MI-48230",121900.0,,,123500.0,,,,,,,,,,,,,,,,,,
333,"6808-Stratford-Ct,-Saint-Paul,-MN-55125",364100.0,123000.0,241100.0,,,,,,,,,,,,,,,,,,,
334,"805-Thackeray-Trl,-Oconomowoc,-WI-53066",320700.0,89200.0,231500.0,,,,,,,,,,,,,,,,,,,
335,"5219-Byers-Rd,-Alpharetta,-GA-30022",85560.0,20480.0,65080.0,85560.0,20480.0,65080.0,80240.0,19440.0,60800.0,,,,,,,,,,,,,
336,"334-Huntcliff-Village-Ct,-Atlanta,-GA-30350",,,,,,,,,,,,,,,,,,,,,,
337,"2912-Elkmont-Ct,-Little-Rock,-AR-72204",24320.0,1000.0,23320.0,15940.0,3000.0,12940.0,15940.0,3000.0,12940.0,24320.0,1000.0,23320.0,,,,,,,,,,
338,"1029-Nevada-Sky-St,-Las-Vegas,-NV-89128",53232.0,18200.0,35032.0,,,,,,,,,,,,,,,,,,,
339,"720-N-Eureka-St,-Redlands,-CA-92374",,,,,,,,,,,,,,,,,,,,,,
340,"13001-116th-Ln,-Largo,-FL-33778",,,,,,,,,,,,,,,,,,,,,,
341,"611-E-Fairmeadows-Dr,-Duncanville,-TX-75116",165780.0,45000.0,120780.0,,,,129670.0,28000.0,101670.0,165780.0,45000.0,120780.0,,,,,,,,,,
342,"406-Sw-15th-Pl,-Cape-Coral,-FL-33991",,,,,,,,,,,,,,,,,,,,,,
343,"2600-N-2700-W,-Plain-City,-UT-84404",,,,,,,,,,,,,,,,,,,,,,
344,"3145-Red-Oak-Trl,-Decatur,-GA-30034",119200.0,9840.0,109360.0,,,,80640.0,9840.0,70800.0,,,,,,,,,,,,,
345,"1315-Henley-St,-Apt-1006,-Naples,-FL-34105",,,,,,,,,,,,,,,,,,,,,,
346,"2196-Chandlers-Walk-Ln,-Jacksonville,-FL-32246",293349.0,,,,,,,,,,,,,,,,,,,,,
347,"35348-Barton-Dr,-Zephyrhills,-FL-33541",72210.0,31919.0,40291.0,,,,,,,,,,,,,,,,,,,
348,"2824-Longleaf-Ct,-Kissimmee,-FL-34746",231767.0,,,225017.0,,,221911.0,,,238720.0,,,216922.0,,,,,,,,,
349,"638-N-Orange-Dr,-Los-Angeles,-CA-90036",,,,,,,,,,,,,,,,,,,,,,
350,"1590-Sw-Falmouth-Ave,-Port-Saint-Lucie,-FL-34953",,,,,,,,,,,,,,,,,,,,,,
351,"County-Rds---H-And-Road-30-Rd,-Brush,-CO-80723",,,,,,,,,,,,,,,,,,,,,,
352,"1901-Lakeshore-Cir,-Longwood,-FL-32750",330097.0,,,,,,324779.0,,,,,,,,,,,,,,,
353,"1609-W-Schunior-St,-Apt-1406,-Edinburg,-TX-78541",,,,,,,,,,,,,,,,,,,,,,
354,"2022-Edgewood-Dr,-Bridgeport,-TX-76426",169809.0,,,,,,,,,,,,,,,,,,,,,
355,"4980-Community-Cir,-Milton,-FL-32583",35181.0,,,,,,,,,,,,,,,,,,,,,
356,"239-Fowler-Cir,-Dobson,-NC-27017",,,,,,,,,,,,,,,,,,,,,,
357,"502-Crater-Lake-Dr,-League-City,-TX-77573",450480.0,65440.0,385040.0,,,,,,,486210.0,65440.0,420770.0,,,,,,,,,,
358,"63-Maplecrest-Cir,-Jupiter,-FL-33458",88964.0,,,,,,,,,,,,,,,,,,,,,
359,"655-N-Santa-Fe-Dr,-Unit-317,-Denver,-CO-80204",,,,,,,,,,,,,,,,,,,,,,
360,"6707-Utsa-Blvd,-Apt-4402,-San-Antonio,-TX-78249",,,,,,,,,,,,,,,,,,,,,,
361,"6428-W-Locust-St,-Milwaukee,-WI-53210",150000.0,6900.0,143100.0,123000.0,6900.0,116100.0,,,,,,,,,,,,,,,,
362,"275-114th-Ave-N,-Unit-6,-Saint-Petersburg,-FL-33716",103753.0,,,,,,,,,,,,,,,,,,,,,
363,"251-Birch-Ln,-Lakeland,-FL-33813",137211.0,,,,,,,,,,,,,,,,,,,,,
364,"5885-Ledro-Ln,-Myrtle-Beach,-SC-29577",,,,23448.0,8712.0,14736.0,2712.0,2712.0,,,,,,,,,,,,,,
365,"183-Jerusalem-Rd,-Cohasset,-MA-02025",,,,,,,,,,,,,,,,,,,,,,
366,"301-Arbor-Ct,-Bolingbrook,-IL-60440",,,,,,,144687.0,44709.0,99978.0,,,,135096.0,41745.0,93351.0,124281.0,38403.0,85878.0,112194.0,34668.0,77526.0,
367,"325-Marche-Chase-Dr,-Apt-139,-Eugene,-OR-97401",,,,,,,,,,,,,,,,,,,,,,
368,"120-N-Everett-High-Rd,-Maryville,-TN-37804",,,,,,,,,,,,,,,,,,,,,,
369,"1352-27th-St-NW,-Washington,-DC-20007",1210240.0,635440.0,574800.0,,,,,,,,,,,,,,,,,,,
370,"21185-County-Rd,-81-NW,-Big-Lake,-MN-55309",,,,,,,,,,,,,,,,,,,,,,
371,"750-Noonan-Rd,-York,-PA-17404",61230.0,19960.0,41270.0,,,,61230.0,19960.0,41270.0,,,,,,,,,,,,,
372,"45658-Ford-Rd,-Canton,-MI-48187",,,,,,,,,,,,,,,,,,,,,,
373,"PO-Box-554,-Fruitland-Park,-FL-34731",,,,,,,,,,,,,,,,,,,,,,
374,"7213-Idylwood-Ct,-Falls-Church,-VA-22043",940680.0,380000.0,560680.0,,,,,,,,,,,,,,,,,,,
375,"8100-W-Oakton-St,-Apt-203,-Niles,-IL-60714",,,,,,,,,,,,,,,,,,,,,,
376,"706-Yarmouth-Ct,-San-Diego,-CA-92109",1906547.0,1772575.0,133972.0,1869165.0,1737819.0,131346.0,,,,,,,,,,,,,,,,
377,"513-1st-Ave,-New-Bern,-NC-28560",,,,,,,,,,5400.0,5400.0,,,,,,,,,,,
378,"4607-Westgarden-Pl,-Katy,-TX-77449",238100.0,41452.0,196648.0,,,,,,,267907.0,62177.0,205730.0,21600.0,21600.0,,,,,,,,
379,"8123-Merryvale-Ln,-Charlotte,-NC-28214",,,,,,,,,,372400.0,75000.0,297400.0,,,,,,,,,,
380,"7811-Amber-Ct,-Texas-City,-TX-77591",339430.0,25490.0,313940.0,,,,,,,329666.0,25490.0,304176.0,199000.0,25490.0,173510.0,,,,,,,
381,"3201-Wendover-Rd,-Dallas,-TX-75214",7040290.0,6581700.0,458590.0,,,,,,,7194170.0,6753220.0,440950.0,,,,,,,,,,
382,"109-N-Main-St,-Apt-1203,-Memphis,-TN-38103",30375.0,400.0,29975.0,,,,,,,30375.0,400.0,29975.0,,,,,,,,,,
383,"231-26th-Ave-E,-Apt-208,-Seattle,-WA-98112",,,,,,,,,,,,,,,,,,,,,,
384,"7036-S-Winchester-Ave,-Chicago,-IL-60636",,,,,,,,,,,,,,,,,,,,,,
385,"7401-Plumosa-Ln,-Fort-Pierce,-FL-34951",,,,98981.0,,,,,,,,,,,,,,,,,,
386,"23-Black-Bear-Rd,-Unit-509,-Waterville-Valley,-NH-03215",,,,,,,,,,,,,,,,,,,,,,
387,"3015-Cielo-Ct,-Santa-Fe,-NM-87507",,,,,,,,,,,,,,,,,,,,,,
388,"112-Church-St,-Ste-J,-Elkin,-NC-28621",,,,,,,,,,,,,,,,,,,,,,
389,"1541-Mcclaren-Dr,-Carmichael,-CA-95608",,,,,,,,,,,,,,,,,,,,,,
390,"42-Park-St,-East-Millinocket,-ME-04430",,,,,,,,,,,,,,,,,,,,,,
391,"521-Oakside-Pl,-Acworth,-GA-30102",96320.0,16000.0,80320.0,80400.0,16000.0,64400.0,,,,,,,,,,,,,,,,
392,"4650-Centauri-Rd,-Colorado-Springs,-CO-80919",,,,,,,,,,,,,29090.0,5790.0,23300.0,,,,,,,
393,"13031-Iris-Garden-Ln,-Houston,-TX-77044",207268.0,23092.0,184176.0,,,,180373.0,23092.0,157281.0,259662.0,23092.0,236570.0,,,,,,,,,,
394,"1735-Dynasty-Cir,-Glenn-Heights,-TX-75154",259350.0,72000.0,187350.0,,,,,,,318610.0,84000.0,234610.0,143870.0,28800.0,115070.0,,,,,,,
395,"1422-Todville-Rd,-Seabrook,-TX-77586",675659.0,210000.0,465659.0,,,,,,,,,,,,,,,,,,,
396,"3709-Venable-Ave,-Charleston,-WV-25304",62640.0,31080.0,31560.0,,,,,,,,,,,,,,,,,,,
397,"3111-Fairlanes-Blvd,-Apt-144,-Borger,-TX-79007",,,,,,,,,,,,,,,,,,,,,,
398,"6809-Midnight-Sun-Dr,-Maineville,-OH-45039",64834.0,10763.0,54072.0,64834.0,10763.0,54072.0,,,,,,,,,,,,,,,,
399,"16565-Vanowen-St,-Apt-101,-Van-Nuys,-CA-91406",,,,,,,,,,,,,,,,,,,,,,
400,"1525-Topping-Ave,-Kansas-City,-MO-64126",,,,,,,,,,5550.0,580.0,4970.0,3556.0,380.0,3176.0,,,,,,,
401,"710-Dove-Creek-Trl,-Southlake,-TX-76092",646413.0,230800.0,415613.0,,,,,,,760630.0,346200.0,414430.0,,,,,,,,,,
402,"131G-Taylor-Ave,-Unit-1,-Plymouth,-MA-02360",,,,,,,,,,,,,,,,,,,,,,
403,"904-Arnett-Dr,-Newport-News,-VA-23608",,,,,,,,,,,,,,,,,,,,,,
404,"143-Ranger-Rd,-Wells,-NY-12190",,,,,,,,,,,,,,,,,,,,,,
405,"6831-Lillian-Ln,-Eden-Prairie,-MN-55346",952200.0,304900.0,647300.0,,,,,,,,,,,,,,,,,,,
406,"11-Tillie-St,-Bay-Shore,-NY-11706",29100.0,5000.0,24100.0,,,,,,,,,,,,,,,,,,,
407,"9168-Maple-Grove-Dr,-Summerville,-SC-29485",9540.0,2100.0,7440.0,,,,,,,,,,,,,,,,,,,
408,"413-Brian-Dr,-Tallmadge,-OH-44278",,,,,,,,,,,,,,,,,,,,,,
409,"423-Dennison-Dr,-West-Mifflin,-PA-15122",54300.0,18100.0,36200.0,,,,,,,,,,,,,,,,,,,
410,"6847-Canyonpoint-Rd,-Castle-Rock,-CO-80108",,,,,,,,,,,,,,,,,,,,,,
411,"202-Bradford,-San-Antonio,-TX-78228",125210.0,25970.0,99240.0,,,,84858.0,17930.0,76270.0,128700.0,28530.0,100170.0,,,,70131.0,,,,,,
412,"214-S-9th-St,-Hamilton,-OH-45011",,,,520.0,520.0,,,,,,,,,,,,,,,,,
413,"3800-W-Irving-Park-Rd,-Unit-2E,-Chicago,-IL-60618",,,,,,,,,,,,,,,,,,,,,,
414,"2912-Millie-Ave,-Las-Vegas,-NV-89101",,,,,,,39204.0,15750.0,23454.0,56171.0,27300.0,28871.0,,,,,,,,,,
415,"117-John-St,-Hagerstown,-MD-21740",,,,,,,53700.0,,,,,,,,,,,,,,,
416,"40-Southwick-Dr,-Bedford,-OH-44146",,,,,,,,,,,,,,,,,,,,,,
417,"1094-Avondale-Rd,-South,-Euclid,-OH-44121",,,,,,,,,,,,,,,,,,,,,,
418,"427-National-Union-Blvd,-Tuckerton,-NJ-08087",,,,,,,,,,,,,,,,,,,,,,
419,"2669-Griffin-Ave,-Apt-103,-Los-Angeles,-CA-90031",,,,,,,,,,,,,,,,,,,,,,
420,"2016-Broderick-Ave,-Duarte,-CA-91010",,,,,,,,,,38816.0,11990.0,26826.0,,,,,,,,,,
421,"11278-Cedar-Beach-Dr-NW,-Oronoco,-MN-55960",,,,,,,,,,,,,,,,,,,,,,
422,"442-Hillabee-Dr,-Montgomery,-AL-36117",,,,,,,,,,,,,18270.0,3300.0,14970.0,,,,,,,
423,"2400-Parkland-Dr-NE,-Unit-369,-Atlanta,-GA-30324",,,,,,,,,,,,,,,,,,,,,,
424,"78-E-Crystal-Canyon-Cir,-Spring,-TX-77389",684767.0,110998.0,573769.0,561257.0,105713.0,455544.0,,,,797428.0,137427.0,660001.0,,,,,,,,,,
425,"526-Adams-St,-Owosso,-MI-48867",52400.0,,,,,,,,,58200.0,,,,,,,,,,,,
426,"4217-W-76th-St,-Apt-301,-Chicago,-IL-60652",,,,,,,,,,,,,,,,6284.0,1560.0,4724.0,,,,
427,"3242-Utica-St,-Denver,-CO-80212",,,,45630.0,23370.0,22260.0,41600.0,23370.0,18230.0,,,,,,,,,,,,,
428,"6210-Presidential-Ln,-Unit-143,-Sacramento,-CA-95828",,,,,,,,,,,,,,,,,,,,,,
429,"13401-Legendary-Dr,-Apt-5108,-Austin,-TX-78727",,,,,,,,,,,,,,,,,,,,,,
430,"288-Kent-Rd,-Upper-Darby,-PA-19082",,,,,,,46250.0,12800.0,33450.0,72790.0,14080.0,58710.0,,,,,,,,,,
431,"612-Camino-Dr,-Mesquite,-TX-75149",200000.0,45000.0,155000.0,,,,128400.0,,,,,,,,,,,,,,,
